Student_ID,Date,Day,Sleep_Hours,Study_Hours,Class_Attendance,Meal_Count,Physical_Activity,Screen_Time_Hours,Mood
STD090,2025-03-06,Thursday,9.1,7.2,False,3,None,1.8,Stressed
STD093,2025-02-27,Thursday,8.3,7.5,True,1,Gym,6.9,Neutral
STD196,2025-04-04,Friday,8.9,6.5,False,2,None,3.5,Neutral
STD082,2025-03-31,Monday,6.3,0.7,True,4,Sports,4.0,Happy
STD107,2025-03-28,Friday,7.5,1.0,True,4,Sports,5.0,Stressed
STD065,2025-03-13,Thursday,8.0,2.3,False,1,Sports,5.4,Happy
STD055,2025-04-05,Saturday,9.8,4.8,True,2,None,6.6,Stressed
STD055,2025-03-22,Saturday,9.3,5.6,False,4,None,8.1,Happy
STD137,2025-03-03,Monday,9.6,7.7,True,2,None,5.1,Neutral
STD064,2025-04-14,Monday,8.6,2.9,False,1,Gym,2.9,Stressed
STD004,2025-04-11,Friday,9.1,3.0,True,3,Gym,6.8,Neutral
STD016,2025-03-14,Friday,9.1,1.8,True,3,None,6.7,Neutral
STD126,2025-04-03,Thursday,9.6,7.4,False,2,None,7.6,Neutral
STD090,2025-02-19,Wednesday,7.7,6.8,True,1,None,9.5,Stressed
STD103,2025-04-03,Thursday,6.7,4.7,True,1,Gym,4.2,Stressed
STD180,2025-04-08,Tuesday,9.5,6.2,False,1,Walk,4.3,Happy
STD183,2025-03-28,Friday,6.8,0.7,True,2,Sports,1.7,Neutral
STD089,2025-03-23,Sunday,8.8,5.6,True,1,None,1.2,Happy
STD195,2025-02-18,Tuesday,8.3,0.3,False,1,Sports,8.3,Happy
STD200,2025-02-27,Thursday,6.3,7.9,False,1,None,8.9,Happy
STD112,2025-03-19,Wednesday,9.6,2.7,False,3,Walk,9.0,Neutral
STD043,2025-04-17,Thursday,8.9,5.2,False,3,Walk,2.3,Stressed
STD033,2025-02-25,Tuesday,9.2,0.9,True,1,Gym,5.6,Stressed
STD008,2025-03-03,Monday,5.8,6.3,True,4,None,1.9,Sad
STD047,2025-04-12,Saturday,5.7,0.3,False,2,Walk,2.3,Stressed
STD006,2025-03-11,Tuesday,9.0,0.5,False,2,None,1.8,Happy
STD016,2025-03-12,Wednesday,8.4,6.9,False,2,Sports,7.2,Neutral
STD021,2025-04-01,Tuesday,9.7,4.3,False,3,None,6.3,Stressed
STD184,2025-03-27,Thursday,7.4,2.7,True,4,Gym,5.3,Neutral
STD190,2025-04-15,Tuesday,5.1,1.2,True,4,Walk,3.1,Neutral
STD095,2025-04-12,Saturday,9.5,0.0,False,3,None,8.1,Stressed
STD146,2025-04-03,Thursday,7.6,0.2,False,3,Walk,5.0,Neutral
STD192,2025-04-10,Thursday,7.0,2.8,True,4,None,6.3,Neutral
STD145,2025-03-09,Sunday,4.5,5.6,True,3,Sports,9.9,Neutral
STD081,2025-02-18,Tuesday,5.1,6.7,True,4,None,1.3,Neutral
STD074,2025-04-17,Thursday,7.1,1.0,False,4,Sports,8.8,Neutral
STD141,2025-03-26,Wednesday,4.2,4.4,False,1,Sports,1.2,Stressed
STD112,2025-02-28,Friday,5.1,0.5,False,1,Walk,2.4,Neutral
STD194,2025-04-11,Friday,9.1,6.9,False,3,Gym,5.1,Neutral
STD181,2025-03-10,Monday,5.9,0.8,True,4,None,5.4,Sad
STD005,2025-03-07,Friday,5.8,1.4,False,3,Gym,8.2,Neutral
STD071,2025-02-23,Sunday,5.8,6.9,False,3,Sports,2.6,Neutral
STD080,2025-02-17,Monday,7.5,5.8,False,4,None,1.9,Happy
STD089,2025-02-18,Tuesday,8.9,7.7,False,4,Sports,4.4,Happy
STD060,2025-03-07,Friday,4.6,1.8,False,2,Gym,1.6,Neutral
STD193,2025-03-31,Monday,4.5,7.5,True,4,Sports,10.0,Neutral
STD132,2025-03-21,Friday,6.2,3.4,False,3,Gym,1.7,Neutral
STD106,2025-04-11,Friday,6.0,4.9,False,3,Gym,3.0,Happy
STD090,2025-04-05,Saturday,6.0,0.6,True,1,Gym,1.7,Stressed
STD079,2025-04-06,Sunday,5.1,7.6,False,4,None,5.9,Neutral
STD001,2025-03-31,Monday,6.4,2.8,False,4,Gym,4.2,Happy
STD088,2025-04-09,Wednesday,9.3,2.4,True,4,Gym,6.4,Happy
STD154,2025-03-17,Monday,7.7,0.8,False,2,Gym,5.7,Stressed
STD056,2025-04-13,Sunday,5.3,3.6,False,4,Gym,8.3,Stressed
STD115,2025-04-08,Tuesday,6.0,2.3,False,4,Gym,4.4,Neutral
STD077,2025-03-16,Sunday,8.2,4.2,False,4,None,6.8,Happy
STD060,2025-03-21,Friday,8.1,4.3,True,2,Sports,4.5,Neutral
STD147,2025-04-01,Tuesday,9.8,1.6,False,3,Walk,7.5,Stressed
STD140,2025-04-13,Sunday,4.1,5.1,False,2,Gym,6.4,Sad
STD135,2025-04-10,Thursday,5.1,5.3,True,1,None,2.2,Stressed
STD062,2025-02-23,Sunday,6.5,1.4,False,4,Walk,5.6,Neutral
STD180,2025-04-10,Thursday,6.5,6.7,False,1,Gym,6.9,Neutral
STD025,2025-03-07,Friday,9.2,4.2,True,2,None,9.3,Happy
STD179,2025-03-29,Saturday,5.1,1.0,True,4,Walk,8.9,Neutral
STD167,2025-03-18,Tuesday,4.0,3.2,False,4,Sports,2.6,Stressed
STD176,2025-03-21,Friday,6.6,0.9,False,1,None,8.4,Stressed
STD145,2025-03-25,Tuesday,7.3,7.8,False,2,Gym,9.6,Neutral
STD146,2025-03-31,Monday,4.3,1.7,False,1,Gym,1.3,Happy
STD013,2025-03-13,Thursday,5.2,0.4,True,4,Gym,1.4,Neutral
STD126,2025-02-24,Monday,4.5,1.5,False,1,None,5.4,Happy
STD041,2025-04-16,Wednesday,8.0,3.2,False,1,Sports,3.4,Happy
STD009,2025-04-04,Friday,9.3,0.8,False,4,Walk,6.5,Sad
STD161,2025-02-17,Monday,8.9,3.3,False,4,Gym,3.6,Stressed
STD165,2025-03-20,Thursday,5.2,3.5,False,3,Gym,9.6,Neutral
STD141,2025-04-08,Tuesday,4.3,1.8,False,4,None,1.6,Neutral
STD139,2025-04-14,Monday,9.5,0.4,True,4,Gym,2.7,Neutral
STD129,2025-03-10,Monday,7.6,5.7,True,2,Sports,1.3,Neutral
STD137,2025-03-23,Sunday,9.8,4.3,True,3,Sports,1.6,Neutral
STD194,2025-02-24,Monday,4.8,1.4,False,2,Gym,3.1,Happy
STD090,2025-03-27,Thursday,9.7,5.7,True,3,None,2.4,Stressed
STD045,2025-03-05,Wednesday,5.2,4.7,False,1,None,2.9,Sad
STD146,2025-02-20,Thursday,9.8,6.4,True,4,None,6.5,Happy
STD119,2025-04-07,Monday,6.3,7.3,True,3,Gym,2.6,Happy
STD011,2025-04-16,Wednesday,9.1,5.3,True,3,Sports,7.2,Sad
STD133,2025-03-26,Wednesday,9.1,1.2,True,4,Sports,4.2,Neutral
STD131,2025-03-08,Saturday,4.6,4.5,True,3,Gym,4.7,Stressed
STD152,2025-02-19,Wednesday,9.8,6.4,True,1,None,3.1,Happy
STD131,2025-04-10,Thursday,9.3,5.9,False,2,Sports,1.8,Neutral
STD188,2025-02-17,Monday,8.3,2.2,False,4,Gym,4.0,Happy
STD155,2025-02-18,Tuesday,9.5,1.2,True,2,None,7.4,Happy
STD132,2025-04-09,Wednesday,10.0,6.3,True,1,Gym,7.5,Stressed
STD048,2025-03-28,Friday,4.0,2.6,True,2,None,7.9,Sad
STD058,2025-02-28,Friday,8.8,2.0,True,2,Gym,7.7,Stressed
STD147,2025-02-26,Wednesday,6.4,7.6,False,4,Gym,1.9,Happy
STD091,2025-03-16,Sunday,10.0,0.8,True,4,None,4.4,Stressed
STD051,2025-04-06,Sunday,7.3,2.9,True,3,Gym,9.9,Stressed
STD173,2025-03-10,Monday,6.8,1.2,True,1,Sports,6.5,Neutral
STD041,2025-04-09,Wednesday,6.1,7.4,False,4,Sports,6.7,Happy
STD059,2025-03-10,Monday,5.6,3.0,False,3,Sports,5.3,Happy
STD110,2025-03-31,Monday,5.2,1.4,True,3,Gym,4.1,Neutral
STD143,2025-02-27,Thursday,5.5,5.5,True,1,Gym,10.0,Neutral
STD131,2025-02-18,Tuesday,6.7,4.2,True,1,Gym,3.3,Happy
STD187,2025-04-01,Tuesday,7.3,1.5,False,2,Sports,8.2,Stressed
STD029,2025-03-24,Monday,6.3,3.7,True,4,Walk,4.5,Happy
STD101,2025-04-15,Tuesday,7.5,4.2,False,1,Walk,7.1,Neutral
STD104,2025-03-05,Wednesday,6.1,0.5,False,1,Sports,9.4,Happy
STD009,2025-04-09,Wednesday,6.9,7.8,False,4,Walk,6.8,Stressed
STD188,2025-03-25,Tuesday,5.8,1.2,False,2,Gym,7.6,Neutral
STD126,2025-02-19,Wednesday,5.6,2.4,False,1,Walk,7.6,Sad
STD187,2025-03-02,Sunday,5.4,6.2,True,3,Gym,7.8,Neutral
STD057,2025-03-25,Tuesday,6.1,0.4,False,2,Walk,7.1,Neutral
STD090,2025-04-09,Wednesday,5.7,4.0,False,2,None,5.9,Stressed
STD087,2025-02-25,Tuesday,5.5,1.5,False,1,Sports,6.6,Neutral
STD183,2025-03-22,Saturday,5.6,6.0,False,4,Walk,5.3,Neutral
STD034,2025-03-09,Sunday,9.5,3.8,True,2,None,7.7,Happy
STD090,2025-02-28,Friday,4.9,5.5,True,3,None,2.3,Happy
STD013,2025-02-25,Tuesday,7.9,2.2,False,3,Walk,5.3,Happy
STD105,2025-03-02,Sunday,9.9,3.3,True,1,Walk,1.9,Happy
STD044,2025-04-04,Friday,6.6,6.7,True,1,Gym,8.2,Neutral
STD183,2025-03-20,Thursday,5.4,2.6,False,2,None,2.7,Stressed
STD119,2025-03-23,Sunday,4.9,0.9,True,2,Walk,4.1,Sad
STD027,2025-02-28,Friday,4.7,0.3,False,3,Sports,2.0,Happy
STD091,2025-03-19,Wednesday,7.1,1.0,True,4,Walk,4.1,Happy
STD034,2025-03-10,Monday,8.0,1.1,False,4,Sports,4.7,Happy
STD183,2025-02-25,Tuesday,6.3,1.0,True,2,Gym,5.9,Happy
STD154,2025-03-26,Wednesday,5.9,6.0,False,3,Walk,9.2,Neutral
STD100,2025-02-20,Thursday,9.6,4.1,False,3,Walk,1.9,Neutral
STD185,2025-02-22,Saturday,9.1,1.3,True,2,None,7.0,Neutral
STD105,2025-03-26,Wednesday,5.3,7.2,False,4,None,7.8,Stressed
STD116,2025-03-21,Friday,9.5,6.0,True,4,None,8.3,Neutral
STD040,2025-03-09,Sunday,7.2,3.0,False,2,None,5.4,Happy
STD190,2025-02-23,Sunday,5.5,3.0,True,1,Walk,8.5,Neutral
STD093,2025-03-18,Tuesday,6.7,0.6,True,3,None,9.1,Neutral
STD193,2025-04-01,Tuesday,5.2,5.3,True,1,Sports,2.7,Neutral
STD043,2025-04-03,Thursday,4.1,5.3,False,1,None,4.1,Sad
STD042,2025-03-12,Wednesday,5.4,4.9,True,1,Walk,5.7,Neutral
STD099,2025-04-02,Wednesday,9.8,7.7,False,2,Sports,8.2,Happy
STD193,2025-04-13,Sunday,5.8,0.4,False,1,Walk,3.6,Neutral
STD113,2025-04-10,Thursday,9.6,0.8,False,2,None,7.1,Stressed
STD191,2025-03-02,Sunday,5.5,0.5,False,1,Sports,4.8,Sad
STD136,2025-02-17,Monday,5.1,5.5,False,3,None,3.8,Stressed
STD132,2025-04-01,Tuesday,7.3,6.0,True,2,Walk,8.9,Happy
STD068,2025-04-13,Sunday,5.4,2.1,True,1,None,3.7,Stressed
STD088,2025-04-03,Thursday,5.0,0.4,False,3,None,6.1,Happy
STD078,2025-04-10,Thursday,9.8,5.6,False,1,Walk,4.5,Neutral
STD085,2025-03-02,Sunday,8.5,1.4,True,4,Gym,3.7,Sad
STD125,2025-04-01,Tuesday,8.2,2.0,False,3,None,4.8,Sad
STD163,2025-02-28,Friday,5.1,3.7,True,4,Gym,9.6,Neutral
STD176,2025-02-21,Friday,7.3,7.3,False,1,Walk,7.6,Neutral
STD009,2025-03-01,Saturday,7.7,7.1,True,4,None,6.0,Happy
STD089,2025-03-18,Tuesday,5.6,6.7,False,3,None,4.7,Happy
STD013,2025-03-11,Tuesday,6.8,5.2,False,2,None,5.5,Happy
STD068,2025-03-21,Friday,4.1,6.8,True,2,Gym,4.6,Neutral
STD077,2025-04-11,Friday,5.3,2.5,True,2,Walk,8.7,Neutral
STD128,2025-03-16,Sunday,8.3,5.2,False,4,Gym,7.2,Happy
STD023,2025-03-16,Sunday,5.5,4.2,False,2,None,7.7,Neutral
STD171,2025-03-03,Monday,8.0,5.5,False,1,Sports,1.4,Happy
STD058,2025-04-09,Wednesday,4.9,1.1,True,2,Gym,8.1,Neutral
STD132,2025-04-05,Saturday,9.5,3.4,True,1,Gym,6.0,Stressed
STD107,2025-03-14,Friday,4.2,5.4,True,2,Walk,6.2,Stressed
STD022,2025-03-23,Sunday,8.0,3.7,True,2,Walk,1.7,Neutral
STD168,2025-03-20,Thursday,4.2,3.5,True,4,None,4.8,Neutral
STD149,2025-03-12,Wednesday,4.6,7.1,True,3,None,9.8,Stressed
STD172,2025-02-27,Thursday,7.1,2.0,False,1,Sports,7.1,Sad
STD045,2025-04-10,Thursday,7.3,5.5,False,1,Walk,6.9,Happy
STD119,2025-03-14,Friday,4.9,3.4,True,1,Sports,9.1,Stressed
STD061,2025-02-19,Wednesday,6.2,3.2,True,2,Sports,2.4,Neutral
STD130,2025-02-23,Sunday,7.7,7.9,False,1,None,2.1,Happy
STD160,2025-02-24,Monday,7.0,6.9,False,2,Walk,1.9,Stressed
STD012,2025-03-27,Thursday,5.5,6.4,True,4,Gym,4.9,Sad
STD148,2025-04-15,Tuesday,7.9,3.6,True,1,None,6.0,Happy
STD174,2025-03-02,Sunday,6.0,7.0,True,4,Walk,5.0,Sad
STD106,2025-03-01,Saturday,9.5,6.4,False,1,Gym,1.1,Happy
STD080,2025-03-28,Friday,5.2,4.6,True,1,Walk,9.3,Neutral
STD147,2025-04-06,Sunday,7.9,3.6,True,3,Walk,5.2,Stressed
STD181,2025-03-05,Wednesday,10.0,4.5,True,2,Sports,10.0,Sad
STD009,2025-03-23,Sunday,5.5,1.7,False,2,Walk,2.5,Sad
STD092,2025-03-09,Sunday,6.6,6.7,False,3,Gym,2.8,Sad
STD124,2025-02-20,Thursday,7.0,1.8,False,2,None,10.0,Happy
STD040,2025-03-08,Saturday,6.8,4.4,False,4,Sports,9.3,Stressed
STD059,2025-02-18,Tuesday,7.3,6.1,False,3,Gym,3.2,Stressed
STD197,2025-02-23,Sunday,8.6,1.5,False,4,Sports,8.4,Neutral
STD087,2025-04-08,Tuesday,7.5,2.6,True,4,Walk,3.8,Happy
STD065,2025-03-26,Wednesday,7.0,0.3,True,1,None,7.1,Neutral
STD007,2025-04-08,Tuesday,8.1,2.1,False,2,None,7.9,Neutral
STD146,2025-03-21,Friday,8.1,4.9,False,1,Walk,5.4,Neutral
STD143,2025-04-17,Thursday,6.8,7.3,True,2,Walk,7.6,Neutral
STD187,2025-04-11,Friday,5.5,1.7,False,1,Sports,6.1,Stressed
STD196,2025-04-17,Thursday,5.0,0.9,False,4,Walk,7.1,Stressed
STD045,2025-04-12,Saturday,8.3,4.2,False,4,None,4.1,Sad
STD197,2025-02-27,Thursday,8.2,7.7,True,4,Sports,1.1,Neutral
STD019,2025-03-04,Tuesday,9.3,6.6,True,1,Sports,3.1,Happy
STD013,2025-03-22,Saturday,4.8,7.3,False,4,None,3.5,Sad
STD023,2025-03-06,Thursday,4.0,6.3,True,1,None,3.9,Neutral
STD158,2025-02-28,Friday,8.6,6.4,False,2,Sports,5.7,Neutral
STD008,2025-03-10,Monday,9.4,2.1,False,4,Walk,7.4,Happy
STD088,2025-04-06,Sunday,7.5,0.5,True,4,Sports,2.2,Neutral
STD012,2025-03-26,Wednesday,7.2,4.0,True,4,None,9.3,Stressed
STD101,2025-03-23,Sunday,5.4,0.1,True,1,None,9.3,Stressed
STD182,2025-04-12,Saturday,5.0,4.2,True,4,Walk,3.4,Happy
STD105,2025-03-20,Thursday,9.5,4.4,True,1,None,5.4,Neutral
STD005,2025-03-20,Thursday,6.8,2.9,False,1,None,2.2,Stressed
STD180,2025-04-16,Wednesday,8.4,0.2,True,1,Walk,5.6,Stressed
STD096,2025-04-04,Friday,4.8,7.4,False,3,None,7.6,Stressed
STD055,2025-03-08,Saturday,8.6,4.2,True,2,Walk,6.1,Happy
STD093,2025-03-09,Sunday,6.2,7.9,False,4,Gym,3.0,Neutral
STD157,2025-04-15,Tuesday,5.9,0.8,True,4,Gym,1.5,Stressed
STD066,2025-03-07,Friday,8.3,2.0,False,3,None,8.0,Stressed
STD082,2025-03-20,Thursday,7.9,7.2,False,3,Gym,2.2,Happy
STD091,2025-03-28,Friday,8.7,5.6,False,4,None,8.5,Happy
STD047,2025-03-18,Tuesday,8.6,0.9,False,1,Walk,9.8,Happy
STD040,2025-03-07,Friday,8.2,0.9,True,2,Gym,6.3,Sad
STD104,2025-02-24,Monday,7.1,4.8,False,3,Sports,5.0,Happy
STD012,2025-03-02,Sunday,7.2,3.7,True,3,Sports,3.5,Stressed
STD137,2025-03-27,Thursday,8.6,0.4,False,1,Walk,4.9,Happy
STD137,2025-04-15,Tuesday,5.9,4.3,False,1,Sports,4.4,Happy
STD187,2025-03-04,Tuesday,6.6,3.0,False,1,Gym,5.0,Stressed
STD129,2025-03-20,Thursday,9.2,2.4,True,3,Gym,5.6,Happy
STD108,2025-02-18,Tuesday,7.6,2.8,False,4,Sports,2.1,Stressed
STD041,2025-03-22,Saturday,6.4,1.3,False,4,Walk,6.3,Stressed
STD109,2025-03-27,Thursday,7.5,1.4,False,2,Gym,2.0,Stressed
STD143,2025-04-07,Monday,8.4,4.8,False,4,Walk,7.5,Stressed
STD091,2025-03-14,Friday,9.3,6.5,False,1,Walk,8.9,Happy
STD034,2025-04-02,Wednesday,9.2,2.4,True,1,Walk,9.8,Neutral
STD182,2025-03-11,Tuesday,5.8,0.5,True,3,Sports,2.5,Happy
STD073,2025-03-10,Monday,5.1,6.1,True,1,Gym,3.3,Happy
STD134,2025-03-08,Saturday,7.0,0.6,True,3,Gym,3.7,Stressed
STD156,2025-03-27,Thursday,4.6,1.5,False,1,Gym,4.9,Neutral
STD002,2025-04-10,Thursday,8.4,2.7,True,2,Walk,6.4,Happy
STD119,2025-03-03,Monday,9.7,2.3,False,2,Gym,6.0,Neutral
STD049,2025-04-13,Sunday,5.0,2.7,True,4,Sports,1.8,Stressed
STD168,2025-04-13,Sunday,5.3,4.9,True,2,Gym,8.7,Neutral
STD180,2025-04-13,Sunday,6.8,4.4,False,4,Walk,1.6,Stressed
STD190,2025-03-19,Wednesday,7.5,6.5,True,1,None,4.3,Neutral
STD057,2025-02-27,Thursday,7.8,3.0,True,2,None,8.3,Happy
STD010,2025-04-01,Tuesday,8.8,1.8,False,2,Gym,2.4,Neutral
STD165,2025-04-15,Tuesday,8.4,0.7,True,1,None,7.6,Stressed
STD044,2025-02-28,Friday,4.7,0.2,True,4,Sports,7.5,Neutral
STD037,2025-03-19,Wednesday,8.9,5.9,True,3,Walk,7.6,Neutral
STD010,2025-03-12,Wednesday,7.2,6.6,False,1,None,3.7,Stressed
STD013,2025-04-13,Sunday,4.1,3.9,True,1,Walk,9.8,Sad
STD105,2025-02-17,Monday,6.4,6.6,True,1,None,6.5,Sad
STD175,2025-02-20,Thursday,6.5,2.2,True,4,None,5.5,Happy
STD024,2025-03-31,Monday,8.5,5.2,True,1,Gym,3.5,Sad
STD160,2025-03-11,Tuesday,9.0,1.0,True,4,Walk,1.9,Neutral
STD173,2025-04-01,Tuesday,9.8,7.1,False,2,Gym,9.1,Neutral
STD023,2025-03-08,Saturday,8.2,2.1,True,3,Sports,4.3,Happy
STD183,2025-04-02,Wednesday,4.9,7.8,False,1,Sports,3.0,Stressed
STD079,2025-02-19,Wednesday,9.3,7.5,True,2,None,7.3,Happy
STD185,2025-04-06,Sunday,7.8,5.8,False,4,Gym,1.6,Neutral
STD057,2025-03-09,Sunday,6.2,7.3,False,1,Walk,2.6,Happy
STD036,2025-02-26,Wednesday,9.8,6.3,False,4,Walk,5.5,Neutral
STD024,2025-04-16,Wednesday,9.4,1.6,True,4,Sports,8.6,Neutral
STD087,2025-04-10,Thursday,8.4,6.9,True,1,Sports,7.6,Sad
STD025,2025-04-04,Friday,4.9,2.0,False,4,Walk,4.7,Neutral
STD161,2025-04-07,Monday,8.2,0.6,True,4,None,9.3,Stressed
STD200,2025-03-02,Sunday,4.2,0.6,False,3,Walk,7.0,Neutral
STD152,2025-03-02,Sunday,4.7,1.0,False,4,Gym,9.5,Neutral
STD116,2025-03-28,Friday,7.9,1.4,False,3,Sports,8.9,Sad
STD028,2025-03-25,Tuesday,7.3,7.1,False,2,Walk,4.1,Stressed
STD053,2025-03-12,Wednesday,10.0,0.5,True,2,Sports,5.8,Happy
STD187,2025-02-17,Monday,8.0,0.2,True,4,Sports,7.8,Sad
STD192,2025-04-06,Sunday,9.3,2.9,True,4,Sports,7.3,Neutral
STD052,2025-04-06,Sunday,8.8,7.3,False,1,None,2.0,Happy
STD044,2025-03-12,Wednesday,9.5,0.8,False,1,None,9.4,Neutral
STD079,2025-03-26,Wednesday,6.7,5.2,True,2,None,8.1,Neutral
STD188,2025-03-26,Wednesday,4.5,4.3,False,3,Walk,2.2,Neutral
STD184,2025-03-04,Tuesday,5.6,0.1,True,3,None,2.6,Happy
STD171,2025-03-21,Friday,4.2,0.8,False,1,None,9.5,Neutral
STD045,2025-02-20,Thursday,4.2,2.3,True,3,Walk,6.3,Stressed
STD199,2025-03-24,Monday,8.3,0.6,True,3,Gym,6.6,Neutral
STD076,2025-03-18,Tuesday,7.6,0.5,True,4,None,8.6,Stressed
STD130,2025-02-19,Wednesday,6.7,5.9,False,2,None,6.5,Happy
STD054,2025-03-03,Monday,8.0,5.5,False,3,None,9.0,Happy
STD185,2025-04-06,Sunday,7.5,6.6,False,3,Walk,5.5,Happy
STD200,2025-04-04,Friday,8.6,2.1,True,3,None,5.0,Stressed
STD021,2025-03-23,Sunday,8.1,7.4,True,1,None,9.8,Stressed
STD142,2025-03-27,Thursday,9.5,5.8,False,3,Gym,5.7,Neutral
STD049,2025-04-16,Wednesday,8.4,1.9,False,2,Walk,4.3,Neutral
STD118,2025-03-19,Wednesday,4.7,4.0,True,3,Sports,6.0,Sad
STD144,2025-02-22,Saturday,6.3,5.5,True,2,Gym,3.9,Stressed
STD134,2025-04-02,Wednesday,7.9,1.5,True,1,None,1.3,Happy
STD170,2025-03-04,Tuesday,9.3,0.9,True,2,None,1.1,Neutral
STD200,2025-03-05,Wednesday,5.5,7.9,False,1,None,7.7,Neutral
STD086,2025-03-14,Friday,5.4,3.7,True,3,None,7.0,Sad
STD042,2025-04-07,Monday,5.2,3.4,False,1,Gym,1.7,Stressed
STD085,2025-03-14,Friday,9.7,2.1,False,1,Walk,1.2,Neutral
STD119,2025-03-09,Sunday,9.7,7.4,False,4,Gym,6.5,Happy
STD062,2025-03-01,Saturday,6.6,1.6,True,4,Gym,6.8,Neutral
STD147,2025-04-11,Friday,9.9,7.9,False,2,Walk,2.2,Happy
STD163,2025-03-01,Saturday,5.7,5.6,False,1,Walk,8.1,Neutral
STD082,2025-03-02,Sunday,4.4,1.9,False,4,Walk,3.3,Happy
STD098,2025-03-11,Tuesday,7.0,1.3,False,4,Sports,7.5,Neutral
STD043,2025-04-05,Saturday,9.7,2.7,True,1,None,8.8,Happy
STD001,2025-04-11,Friday,4.3,3.2,True,3,Sports,4.0,Sad
STD134,2025-04-07,Monday,4.0,6.9,False,1,Walk,7.4,Neutral
STD165,2025-04-06,Sunday,6.4,5.0,True,4,Walk,5.9,Sad
STD194,2025-02-20,Thursday,8.9,3.8,True,3,Gym,4.1,Neutral
STD162,2025-03-20,Thursday,8.6,5.0,True,3,Gym,4.5,Neutral
STD026,2025-03-26,Wednesday,9.3,7.2,False,1,Sports,8.4,Sad
STD085,2025-03-04,Tuesday,6.6,4.6,False,4,Walk,3.8,Neutral
STD125,2025-02-21,Friday,7.1,3.0,True,3,Walk,5.0,Happy
STD127,2025-03-01,Saturday,9.8,0.1,False,4,Sports,8.5,Neutral
STD017,2025-02-21,Friday,9.4,0.4,True,1,Sports,7.2,Neutral
STD020,2025-03-17,Monday,8.4,2.5,True,1,None,7.9,Happy
STD179,2025-02-17,Monday,6.8,5.9,False,2,Sports,5.2,Neutral
STD123,2025-03-26,Wednesday,5.9,0.7,True,3,Gym,4.8,Sad
